gene	length	CF1	CF2	CH1	CH2
ENSGALG00000028734	660	1204	1312	1196	1173
ENSGALG00000013303	2470	353	356	385	346
ENSGALG00000013305	726	4	6	5	5
ENSGALG00000026345	6090	154	152	182	165
ENSGALG00000013417	1089	440	443	435	420
ENSGALG00000013419	1715	624	656	663	607
ENSGALG00000013423	1125	1025	1140	1020	1048
ENSGALG00000013433	2032	316	338	361	327
ENSGALG00000026114	225	3	3	0	2
ENSGALG00000027206	1564	280	331	276	320
ENSGALG00000027023	3001	6	10	2	4
ENSGALG00000027530	4619	46	58	36	37
ENSGALG00000014636	725	2115	2181	2178	2210
ENSGALG00000026942	415	119	124	109	135
ENSGALG00000014639	1761	219	213	213	240
ENSGALG00000014356	2890	567	592	571	552
ENSGALG00000028421	1246	0	0	0	0
ENSGALG00000018535	1053	6	1	0	1
ENSGALG00000000160	3252	478	469	435	503
ENSGALG00000026640	108	2	0	2	2
ENSGALG00000026720	2244	9	14	7	7
ENSGALG00000027505	110	0	0	0	0
ENSGALG00000027459	2813	121	126	148	91
ENSGALG00000017621	1013	371	446	363	417
ENSGALG00000027478	1195	1	0	0	1
ENSGALG00000022335	735	0	0	0	0
ENSGALG00000026678	1085	115	91	121	90
ENSGALG00000028475	3253	300	263	298	280
ENSGALG00000027549	106	0	0	0	0
ENSGALG00000012102	3365	2116	1469	1851	1241
ENSGALG00000014317	1486	782	731	666	592
ENSGALG00000028179	1374	4	6	5	5
ENSGALG00000026990	982	0	0	0	0
ENSGALG00000028542	454	0	0	0	0
ENSGALG00000028805	2870	7	11	13	10
ENSGALG00000026224	1287	52	85	55	66
ENSGALG00000018791	1225	1	0	1	7
ENSGALG00000000522	1480	458	564	505	492
ENSGALG00000014436	2412	160	206	202	205
ENSGALG00000029074	3715	251	309	262	266
ENSGALG00000014433	3727	738	738	805	772
ENSGALG00000014430	1669	1	1	0	0
ENSGALG00000026476	1252	587	541	698	739
ENSGALG00000022337	1300	1466	1639	1463	1575
ENSGALG00000028024	3885	153	177	158	181
ENSGALG00000022250	379	12	11	16	13
ENSGALG00000026047	1987	143	143	159	164
ENSGALG00000026234	1735	1818	2107	1698	1898
ENSGALG00000026173	858	67	89	57	69
ENSGALG00000026052	1186	10	15	15	19
ENSGALG00000028669	1829	5	0	4	3
ENSGALG00000027393	1949	16	12	8	12
ENSGALG00000028076	276	0	0	0	0
ENSGALG00000027495	3730	203	227	191	237
ENSGALG00000026697	1079	9	9	7	5
ENSGALG00000027204	4692	703	794	872	923
ENSGALG00000027837	463	0	0	0	0
ENSGALG00000028677	1852	4	6	3	7
ENSGALG00000011081	1882	9	9	5	4
ENSGALG00000018835	1471	1057	1194	1126	1088
ENSGALG00000025854	759	4	3	2	2
ENSGALG00000014283	4140	644	691	607	621
ENSGALG00000027952	1255	0	2	0	1
ENSGALG00000026880	1157	2927	3374	2927	3339
ENSGALG00000002779	8684	1065	1199	1085	1035
ENSGALG00000013442	2255	7	4	7	8
ENSGALG00000022237	835	41	36	35	23
ENSGALG00000026132	119	0	0	0	0
ENSGALG00000028646	865	0	2	4	3
ENSGALG00000026220	736	0	0	0	0
ENSGALG00000027504	2203	31	38	28	10
ENSGALG00000009761	1295	625	619	559	562
ENSGALG00000027843	3788	49	59	48	62
ENSGALG00000013504	2508	0	0	0	0
ENSGALG00000028218	1554	1	2	0	1
ENSGALG00000026334	2157	0	1	2	1
ENSGALG00000028353	2243	3	0	1	2
ENSGALG00000027325	1521	1	0	0	0
ENSGALG00000026680	1261	0	0	0	0
ENSGALG00000013852	1325	760	829	788	728
ENSGALG00000028293	2510	298	267	214	207
ENSGALG00000022008	728	0	0	0	0
ENSGALG00000027873	2928	416	413	452	451
ENSGALG00000025803	1175	43	55	41	40
ENSGALG00000025683	105	0	0	0	0
ENSGALG00000027077	84	0	0	0	0
ENSGALG00000028968	106	0	0	0	0
ENSGALG00000028244	107	0	0	0	0
ENSGALG00000029158	1412	810	918	886	796
ENSGALG00000028890	4118	828	917	803	840
ENSGALG00000028150	1108	49	46	69	50
ENSGALG00000027430	1489	9	6	11	6
ENSGALG00000029117	2779	1115	1142	1293	1434
ENSGALG00000028856	436	2	5	5	3
ENSGALG00000026908	584	0	0	0	0
ENSGALG00000026310	113	0	0	0	0
ENSGALG00000029085	2097	110	181	128	160
ENSGALG00000022338	598	64	64	80	57
ENSGALG00000025802	1224	483	567	518	515
ENSGALG00000028526	118	1	2	1	0
ENSGALG00000001585	1454	38	39	39	42
ENSGALG00000000735	898	1	1	2	1
ENSGALG00000010632	657	203	199	173	197
ENSGALG00000028546	117	0	0	0	0
ENSGALG00000026956	120	4	1	4	3
ENSGALG00000028472	1733	933	981	980	1003
ENSGALG00000027972	1107	1	1	2	3
ENSGALG00000028114	1097	28	35	23	27
ENSGALG00000027699	1481	1332	1530	1393	1414
ENSGALG00000027101	948	2	0	0	1
ENSGALG00000026765	783	19	18	31	23
ENSGALG00000027662	106	0	0	0	0
ENSGALG00000027892	728	3563	3707	3233	3432
ENSGALG00000027888	391	436	537	474	482
ENSGALG00000027461	1058	0	2	2	0
ENSGALG00000026691	4405	9	12	7	10
ENSGALG00000028771	982	0	0	0	1
ENSGALG00000026228	1417	0	0	0	0
ENSGALG00000026226	870	1278	1454	1287	1353
ENSGALG00000028082	2415	0	0	0	0
ENSGALG00000028252	108	0	1	0	0
ENSGALG00000027846	3823	17	14	16	14
ENSGALG00000027795	389	76	71	74	71
ENSGALG00000028874	480	0	0	0	0
ENSGALG00000017045	624	12	13	8	18
ENSGALG00000028695	1139	55	57	61	53
ENSGALG00000026197	595	0	0	2	0
ENSGALG00000027882	1290	0	1	0	0
ENSGALG00000028963	106	0	0	0	0
ENSGALG00000026259	1568	57	68	63	56
ENSGALG00000028791	1046	3	0	1	1
ENSGALG00000027558	106	0	0	0	0
ENSGALG00000012428	1669	1113	1148	1104	1140
ENSGALG00000026980	641	17	19	6	12
ENSGALG00000026774	3401	341	304	236	258
ENSGALG00000026874	281	0	2	4	1
ENSGALG00000027743	1052	77	96	75	93
ENSGALG00000025961	108	0	0	0	0
ENSGALG00000026410	971	2	1	1	1
ENSGALG00000025725	104	0	0	0	0
ENSGALG00000002607	397	7	13	10	5
ENSGALG00000026539	775	142	141	146	129
ENSGALG00000027944	1474	2	16	11	11
ENSGALG00000027304	1218	353	408	381	322
ENSGALG00000028786	108	0	0	0	0
ENSGALG00000028645	1059	0	2	2	0
ENSGALG00000027931	110	0	0	0	0
ENSGALG00000002939	1491	4	1	4	3
ENSGALG00000028614	736	10	12	8	10
ENSGALG00000025779	9466	3330	3644	3195	3055
ENSGALG00000027751	3817	164	157	192	190
ENSGALG00000025947	944	9	12	14	16
ENSGALG00000027087	330	0	0	0	0
ENSGALG00000028827	947	0	1	1	2
ENSGALG00000017348	961	0	0	0	0
ENSGALG00000028747	1104	257	289	226	250
ENSGALG00000027293	1446	42	54	38	40
ENSGALG00000026950	552	258	268	278	290
ENSGALG00000026403	1102	6	5	6	5
ENSGALG00000005629	1140	618	799	530	621
ENSGALG00000028948	857	129	150	135	147
ENSGALG00000014444	1450	215	227	237	234
ENSGALG00000022449	718	0	2	1	3
ENSGALG00000002235	2935	3133	3333	3108	3013
ENSGALG00000026629	416	0	0	0	0
ENSGALG00000027724	2128	407	426	417	478
ENSGALG00000003868	869	164	190	165	168
ENSGALG00000026288	865	248	305	248	319
ENSGALG00000004995	299	104	103	88	106
ENSGALG00000028087	100	0	0	1	1
ENSGALG00000026540	1210	575	621	627	661
ENSGALG00000027006	727	31	26	23	27
ENSGALG00000026860	1534	650	665	649	625
ENSGALG00000029111	1633	1	1	0	0
ENSGALG00000025826	2117	1	0	1	2
ENSGALG00000027411	1191	566	595	553	555
ENSGALG00000027004	848	0	0	0	0
ENSGALG00000022080	575	81	96	96	99
ENSGALG00000028712	673	0	0	2	2
ENSGALG00000025845	402	1	0	0	1
ENSGALG00000027271	920	2	1	3	2
ENSGALG00000025835	913	3	1	2	1
ENSGALG00000026679	885	802	917	769	800
ENSGALG00000025897	986	433	489	457	470
ENSGALG00000028474	1003	169	205	176	183
ENSGALG00000025715	385	209	236	242	201
ENSGALG00000026620	2346	20	17	21	19
ENSGALG00000028613	1358	1	2	1	4
ENSGALG00000028881	654	0	0	0	1
ENSGALG00000027012	380	0	0	0	0
ENSGALG00000014027	657	0	0	0	0
ENSGALG00000026868	368	14	20	27	19
ENSGALG00000027557	1347	746	820	730	774
ENSGALG00000028970	1031	161	218	166	180
ENSGALG00000026786	936	109	136	112	98
ENSGALG00000026183	615	137	118	127	132
ENSGALG00000026842	810	151	190	161	148
ENSGALG00000029092	1388	375	387	355	364
ENSGALG00000025734	166	0	0	0	0
ENSGALG00000029049	1066	10	9	8	11
ENSGALG00000028112	1551	3740	4020	3578	3771
ENSGALG00000026618	492	2480	2699	2330	2264
ENSGALG00000026984	1172	88	103	104	119
ENSGALG00000026165	2139	266	312	257	267
ENSGALG00000027327	1205	232	200	211	171
ENSGALG00000027123	393	2	1	3	2
ENSGALG00000022026	1157	0	0	0	0
ENSGALG00000028224	2420	183	264	197	225
ENSGALG00000027075	478	10	17	17	15
ENSGALG00000026087	2186	336	348	330	385
ENSGALG00000022278	291	10	10	16	13
ENSGALG00000028525	924	0	1	0	0
ENSGALG00000012753	2961	385	421	380	385
ENSGALG00000025902	9596	1499	1681	1525	1580
ENSGALG00000028603	596	1	0	0	0
ENSGALG00000026439	766	270	308	266	289
ENSGALG00000028889	3386	526	554	509	562
ENSGALG00000026537	553	716	807	739	709
ENSGALG00000027381	1557	2	2	2	1
ENSGALG00000025860	1214	256	256	238	227
ENSGALG00000027417	3812	110	105	118	125
ENSGALG00000026232	2347	0	0	0	0
ENSGALG00000028434	1490	215	249	206	266
ENSGALG00000027948	895	12	8	6	14
ENSGALG00000026024	107	0	0	0	0
ENSGALG00000029160	1711	12	12	16	13
ENSGALG00000028096	99	5	2	4	6
ENSGALG00000026883	519	800	906	754	765
ENSGALG00000028728	4153	2	1	0	1
ENSGALG00000026312	982	0	0	0	0
ENSGALG00000026997	1459	4	1	2	4
ENSGALG00000027996	1014	25	14	13	17
ENSGALG00000028547	3283	123	155	38	177
ENSGALG00000025741	936	141	157	187	170
ENSGALG00000026931	1384	136	112	123	125
ENSGALG00000026502	1195	93	89	80	71
ENSGALG00000026397	768	361	439	344	403
ENSGALG00000025795	1192	166	143	137	130
ENSGALG00000027839	2042	0	2	0	2
ENSGALG00000027715	1146	2	0	1	4
ENSGALG00000026976	1158	0	0	0	0
ENSGALG00000028109	839	257	296	269	300
ENSGALG00000029060	1297	369	385	338	339
ENSGALG00000028007	1674	12	21	13	19
ENSGALG00000027978	6036	1307	1166	1358	1086
ENSGALG00000026827	2191	0	0	0	0
ENSGALG00000026427	800	87	89	61	81
ENSGALG00000027011	603	228	222	228	218
ENSGALG00000028344	108	0	0	0	0
ENSGALG00000027486	890	2	4	2	2
ENSGALG00000026415	1096	28	31	43	20
ENSGALG00000027759	1449	559	660	613	593
ENSGALG00000028562	417	1	0	1	0
ENSGALG00000026067	2185	114	188	123	154
ENSGALG00000028303	1344	722	917	740	803
ENSGALG00000027656	2770	879	959	944	893
ENSGALG00000000439	361	715	939	748	768
ENSGALG00000027442	1429	60	71	73	73
ENSGALG00000026485	108	0	0	0	0
ENSGALG00000026603	1062	93	86	94	90
ENSGALG00000026216	85	0	0	0	0
ENSGALG00000026071	1685	31	36	33	28
ENSGALG00000025931	107	0	0	0	0
ENSGALG00000027942	950	0	0	1	2
ENSGALG00000028169	109	0	0	0	0
ENSGALG00000027045	482	5	6	4	8
ENSGALG00000017503	1200	307	282	324	358
ENSGALG00000028011	106	0	0	0	0
ENSGALG00000026440	801	0	0	0	0
ENSGALG00000028558	1048	0	0	0	1
ENSGALG00000025925	980	3	2	0	3
ENSGALG00000026647	108	0	0	0	0
ENSGALG00000026045	2316	146	218	147	165
ENSGALG00000027227	342	7225	7982	6931	7673
ENSGALG00000025855	111	0	0	0	0
ENSGALG00000027769	660	7	8	15	19
ENSGALG00000026062	53	23	27	19	29
ENSGALG00000026742	1030	7693	8177	8724	8377
ENSGALG00000029171	849	3	6	5	6
ENSGALG00000027563	1224	0	0	0	0
ENSGALG00000028122	1279	1427	1520	1417	1487
ENSGALG00000028058	1468	890	1090	1074	1133
ENSGALG00000029032	609	0	0	0	0
ENSGALG00000026898	566	0	0	0	0
ENSGALG00000007604	683	57	99	89	75
ENSGALG00000023008	611	0	0	0	0
ENSGALG00000028534	70	0	0	0	0
ENSGALG00000027438	720	203	248	192	279
ENSGALG00000025744	504	18	17	17	22
ENSGALG00000026843	108	0	0	0	0
ENSGALG00000027229	962	0	3	1	2
ENSGALG00000029010	1375	27	39	30	33
ENSGALG00000026619	108	0	0	0	0
ENSGALG00000028270	113	0	0	0	0
ENSGALG00000028248	579	338	321	326	337
ENSGALG00000028094	109	0	0	0	0
ENSGALG00000026829	106	1	0	0	0
ENSGALG00000025815	106	1	0	0	0
ENSGALG00000018747	1074	1165	1270	1031	1166
ENSGALG00000026895	1328	167	212	184	190
ENSGALG00000028361	933	683	769	731	776
ENSGALG00000001298	1319	2325	2461	2208	2106
ENSGALG00000028781	106	0	0	0	0
ENSGALG00000028510	1012	8	1	8	4
ENSGALG00000028776	666	2	2	2	2
ENSGALG00000027607	870	779	922	781	870
ENSGALG00000029112	452	37	34	35	35
ENSGALG00000026362	106	0	0	0	0
ENSGALG00000025944	1387	0	0	0	1
ENSGALG00000022619	3913	269	307	340	346
ENSGALG00000029018	108	0	0	0	0
ENSGALG00000028231	1241	195	241	252	247
ENSGALG00000029009	110	593	726	557	629
ENSGALG00000028674	1219	0	1	0	1
ENSGALG00000028259	2789	792	795	736	744
ENSGALG00000026130	431	91	75	87	76
ENSGALG00000026292	1309	22	47	27	47
ENSGALG00000026096	538	182	173	179	179
ENSGALG00000027150	1950	37	56	44	43
ENSGALG00000027509	1002	70	64	87	81
ENSGALG00000028288	1344	299	340	298	327
ENSGALG00000027134	875	87	95	97	79
ENSGALG00000028835	86	0	0	0	0
ENSGALG00000027346	480	131	167	133	151
ENSGALG00000026209	2084	8	12	11	11
ENSGALG00000027527	108	0	0	0	0
ENSGALG00000026148	111	1	0	0	0
ENSGALG00000026387	1006	0	0	0	1
ENSGALG00000013411	2061	830	925	846	846
ENSGALG00000028535	770	1	0	0	2
ENSGALG00000027182	1124	562	632	571	563
ENSGALG00000029050	128	3	0	0	0
ENSGALG00000026160	108	0	0	0	0
ENSGALG00000016429	396	99	122	138	110
ENSGALG00000026335	618	1100	1123	1077	1132
ENSGALG00000026281	106	0	1	0	0
ENSGALG00000026729	1244	380	471	396	432
ENSGALG00000025990	1600	917	1085	870	935
ENSGALG00000026506	2435	10	18	17	11
ENSGALG00000027670	485	975	1154	1030	993
ENSGALG00000027217	1088	146	118	220	344
ENSGALG00000025874	834	83	111	95	115
ENSGALG00000022304	1444	788	915	886	849
ENSGALG00000022174	1027	3283	3250	3126	2937
ENSGALG00000026425	67	0	0	0	0
ENSGALG00000028688	66	10	4	1	3
ENSGALG00000028736	68	3	6	3	3
ENSGALG00000027221	69	8	3	3	8
ENSGALG00000026273	1970	329	379	375	364
ENSGALG00000027570	108	0	0	0	0
ENSGALG00000000386	5983	1639	1669	1543	1491
ENSGALG00000028607	487	0	1	0	0
ENSGALG00000027535	742	484	578	517	536
ENSGALG00000026872	2107	90	97	101	80
ENSGALG00000028504	108	0	0	0	0
ENSGALG00000025877	945	106	102	103	119
ENSGALG00000026057	507	115	129	125	116
ENSGALG00000026193	330	0	0	0	0
ENSGALG00000028841	839	0	0	2	1
ENSGALG00000027601	746	3	9	5	7
ENSGALG00000026020	884	78	93	65	82
ENSGALG00000025832	742	345	385	372	446
ENSGALG00000012531	5330	19	1	9	3
ENSGALG00000027914	851	0	2	1	0
ENSGALG00000027863	1365	750	907	801	863
ENSGALG00000028844	1279	444	517	443	499
ENSGALG00000027270	865	6	6	4	7
ENSGALG00000025983	106	5	4	4	5
ENSGALG00000026429	495	159	173	155	171
ENSGALG00000027266	1862	0	0	0	0
ENSGALG00000028105	1066	16	24	25	16
ENSGALG00000029081	111	0	0	0	0
ENSGALG00000028093	1455	0	3	2	2
ENSGALG00000027531	408	0	0	0	0
ENSGALG00000028189	2165	755	842	779	793
ENSGALG00000026245	252	279	335	279	289
ENSGALG00000026381	108	0	0	0	0
ENSGALG00000026683	4353	65	67	80	107
ENSGALG00000026779	579	0	0	0	0
ENSGALG00000028733	108	0	0	0	0
ENSGALG00000029054	760	195	205	190	194
ENSGALG00000026002	1533	506	543	539	437
ENSGALG00000027687	4507	8	6	6	5
ENSGALG00000011265	1811	0	0	0	0
ENSGALG00000028170	1111	0	0	0	0
ENSGALG00000026023	690	32	31	36	41
ENSGALG00000026634	762	3446	3672	3323	3497
ENSGALG00000028154	798	13	7	7	3
ENSGALG00000026848	108	0	0	0	0
ENSGALG00000018770	989	935	1232	991	1085
ENSGALG00000010880	1134	95	73	104	90
ENSGALG00000027817	2326	2	2	1	5
ENSGALG00000026706	120	3	2	3	4
ENSGALG00000026812	1314	23	27	27	22
ENSGALG00000028748	2412	3	4	2	0
ENSGALG00000028544	2021	687	773	690	687
ENSGALG00000028929	1122	1040	1027	1034	1040
ENSGALG00000028495	844	342	422	335	414
ENSGALG00000001305	1555	22	13	19	14
ENSGALG00000018958	390	50	34	51	48
ENSGALG00000028727	108	0	0	0	0
ENSGALG00000026750	105	0	0	0	0
ENSGALG00000028581	645	168	148	164	146
ENSGALG00000026725	108	0	0	0	0
ENSGALG00000026929	682	162	164	144	154
ENSGALG00000027625	108	4	6	4	3
ENSGALG00000028767	631	71	80	75	61
ENSGALG00000026509	936	24	14	14	17
ENSGALG00000028909	626	1781	1837	1749	1652
ENSGALG00000026690	946	14	10	23	9
ENSGALG00000026378	566	0	0	0	0
ENSGALG00000027307	707	1	3	2	2
ENSGALG00000027322	2706	124	127	94	91
ENSGALG00000028987	1316	325	313	288	287
ENSGALG00000027851	1256	113	120	104	117
ENSGALG00000028800	107	1	0	0	0
ENSGALG00000026731	977	181	197	162	196
ENSGALG00000026236	112	0	0	2	1
ENSGALG00000025839	601	69	78	83	65
ENSGALG00000025799	649	113	107	86	92
ENSGALG00000027750	589	0	0	0	1
ENSGALG00000026934	410	57	70	60	71
ENSGALG00000026977	108	0	3	0	3
ENSGALG00000027456	1197	98	102	90	99
ENSGALG00000027264	655	1	3	2	3
ENSGALG00000027787	855	1325	1514	1342	1374
ENSGALG00000005663	502	0	0	0	2
ENSGALG00000006206	1946	1905	1951	1813	1880
ENSGALG00000028160	1072	38	40	36	36
ENSGALG00000026921	394	68	63	71	64
ENSGALG00000025934	2258	17	16	22	18
ENSGALG00000006720	778	24	14	26	17
ENSGALG00000027220	978	0	0	0	0
ENSGALG00000027923	679	3	1	3	3
ENSGALG00000028468	425	113	108	97	94
ENSGALG00000026100	3336	0	0	753	737
ENSGALG00000028663	108	0	0	0	0
ENSGALG00000028943	654	1585	1862	1616	1789
ENSGALG00000027466	1306	3	7	4	2
ENSGALG00000028185	108	0	0	0	0
ENSGALG00000027344	2501	336	399	354	355
ENSGALG00000026331	1271	0	0	0	0
ENSGALG00000026330	768	412	498	452	490
ENSGALG00000028869	659	0	0	0	0
ENSGALG00000027780	771	581	548	474	721
ENSGALG00000027812	108	0	0	0	0
ENSGALG00000027061	660	196	256	214	220
ENSGALG00000028639	106	0	0	0	0
ENSGALG00000026596	93	0	0	0	0
ENSGALG00000028099	877	2	6	4	5
ENSGALG00000028619	4291	2	3	1	1
ENSGALG00000028171	648	6	16	11	13
ENSGALG00000026831	62	0	0	0	0
ENSGALG00000027312	2625	340	393	362	352
ENSGALG00000013334	1075	6	10	6	10
ENSGALG00000026878	719	522	530	534	534
ENSGALG00000028045	711	584	743	619	657
ENSGALG00000026140	1343	555	589	573	504
ENSGALG00000026852	570	8806	9465	8563	8852
ENSGALG00000026614	564	6	7	4	3
ENSGALG00000028693	1235	16	22	13	17
ENSGALG00000028152	867	334	326	365	356
ENSGALG00000025837	1228	5	5	6	2
ENSGALG00000028498	106	2	4	6	4
ENSGALG00000029128	1102	20	27	20	24
ENSGALG00000027911	645	1	1	1	1
ENSGALG00000025853	108	0	0	0	0
ENSGALG00000028213	595	7	7	7	4
ENSGALG00000011146	1366	61	72	71	62
ENSGALG00000027469	515	508	533	471	473
ENSGALG00000027829	1844	6	13	7	2
ENSGALG00000026988	648	260	290	290	306
ENSGALG00000025927	802	1795	1973	1793	1819
ENSGALG00000028482	753	7	14	9	8
ENSGALG00000028514	1120	311	250	338	237
ENSGALG00000028166	1176	723	786	681	757
ENSGALG00000022113	1505	12	35	12	24
ENSGALG00000028750	1250	125	139	131	132
ENSGALG00000026249	997	185	220	117	90
ENSGALG00000025890	104	0	0	0	0
ENSGALG00000028237	86	0	0	1	1
ENSGALG00000028306	321	521	579	504	501
ENSGALG00000025768	2505	162	201	178	175
ENSGALG00000027251	102	13	10	9	6
ENSGALG00000022277	1052	56	64	33	33
ENSGALG00000028397	109	0	0	0	0
ENSGALG00000025893	5999	301	329	324	307
ENSGALG00000028969	1501	0	0	0	0
ENSGALG00000025932	1270	31	33	26	32
ENSGALG00000025731	137	0	0	0	0
ENSGALG00000029028	106	2	0	0	0
ENSGALG00000028022	810	2	3	4	6
ENSGALG00000027062	890	1	5	4	5
ENSGALG00000026441	1156	219	251	231	259
ENSGALG00000029163	106	0	0	0	0
ENSGALG00000027403	489	47	44	45	53
ENSGALG00000026819	759	1	0	2	3
ENSGALG00000027755	639	2	3	1	1
ENSGALG00000026274	4398	35	47	46	52
ENSGALG00000029059	52	36	33	41	68
ENSGALG00000025794	124	0	0	0	0
ENSGALG00000027181	906	384	417	370	432
ENSGALG00000026861	509	0	0	0	0
ENSGALG00000028977	1808	606	624	587	586
ENSGALG00000022512	742	309	342	279	292
ENSGALG00000028999	243	202	228	170	195
ENSGALG00000027284	106	0	1	0	0
ENSGALG00000027717	1027	4	2	0	3
ENSGALG00000028442	1370	348	388	367	367
ENSGALG00000025824	513	0	0	0	0
ENSGALG00000026168	401	1	0	5	0
ENSGALG00000011509	8588	24	25	24	20
ENSGALG00000022172	925	74	79	94	95
ENSGALG00000026546	985	2115	2377	1958	2299
ENSGALG00000027349	108	0	0	2	0
ENSGALG00000027237	1878	336	363	329	361
ENSGALG00000026076	1893	241	254	234	218
ENSGALG00000028632	398	73	88	80	80
ENSGALG00000027003	1267	7	6	5	3
ENSGALG00000015189	471	0	3	4	2
ENSGALG00000027042	500	2321	2760	2299	2702
ENSGALG00000022145	871	5445	4960	5646	4739
ENSGALG00000026656	2110	0	0	0	0
ENSGALG00000025767	1898	99	179	137	139
ENSGALG00000026608	108	0	1	0	4
ENSGALG00000027862	1462	237	243	175	189
ENSGALG00000024401	2522	4	5	3	1
ENSGALG00000029086	123	0	0	0	0
ENSGALG00000026513	108	0	0	0	0
ENSGALG00000026626	808	166	215	191	197
ENSGALG00000028410	2723	29	28	22	13
ENSGALG00000029039	107	0	0	1	0
ENSGALG00000028540	1243	0	0	0	2
ENSGALG00000026778	693	2239	2550	2317	2489
ENSGALG00000027581	912	141	156	131	155
ENSGALG00000026943	1237	0	1	0	0
ENSGALG00000028650	116	2	0	0	0
ENSGALG00000018583	792	1	1	2	0
ENSGALG00000027336	482	0	0	0	0
ENSGALG00000028425	1452	0	0	1	1
ENSGALG00000026909	125	1	2	2	3
ENSGALG00000013313	1780	4945	5028	4972	5215
ENSGALG00000025760	176	2	0	0	1
ENSGALG00000026760	1010	2005	2360	1822	2184
ENSGALG00000028163	1535	136	206	174	189
ENSGALG00000026570	108	0	0	0	0
ENSGALG00000028405	112	0	0	0	0
ENSGALG00000027290	957	1	1	0	3
ENSGALG00000027659	877	0	0	0	2
ENSGALG00000013806	830	0	0	0	0
ENSGALG00000026327	881	1	5	4	2
ENSGALG00000028427	971	124	133	117	115
ENSGALG00000027348	805	0	0	0	1
ENSGALG00000027584	108	0	0	0	0
ENSGALG00000028408	887	0	0	0	0
ENSGALG00000026636	943	1	4	1	3
ENSGALG00000025847	106	1	0	0	0
ENSGALG00000013973	742	2	2	4	5
ENSGALG00000025976	92	0	0	0	0
ENSGALG00000027480	1613	0	0	0	0
ENSGALG00000026399	108	1	0	0	0
ENSGALG00000028555	91	0	0	0	1
ENSGALG00000022611	1119	68	58	48	44
ENSGALG00000025956	816	150	154	122	106
ENSGALG00000025405	111	0	0	0	0
ENSGALG00000018401	218	5	35	11	8
ENSGALG00000026389	1236	8	8	7	4
ENSGALG00000027500	1205	847	952	820	859
ENSGALG00000027580	583	0	0	0	0
ENSGALG00000027082	1288	54	56	56	61
ENSGALG00000026746	398	2	3	4	3
ENSGALG00000026713	416	2818	3092	2550	2653
ENSGALG00000026223	552	210	232	172	231
ENSGALG00000027306	1288	139	131	142	132
ENSGALG00000028217	1761	109	121	104	119
ENSGALG00000003332	1026	336	350	316	356
ENSGALG00000028355	108	0	0	0	3
ENSGALG00000022629	1079	804	416	839	411
ENSGALG00000005183	1048	322	354	307	336
ENSGALG00000027493	1831	1	0	0	5
ENSGALG00000027992	108	0	0	0	0
ENSGALG00000028330	1377	76	69	78	75
ENSGALG00000025749	447	1	0	0	5
ENSGALG00000026308	103	0	0	0	0
ENSGALG00000028146	1772	1252	1454	1219	1359
ENSGALG00000029067	1354	0	0	0	1
ENSGALG00000028753	394	165	141	159	162
ENSGALG00000027335	523	18	20	27	18
ENSGALG00000027811	415	0	0	0	0
ENSGALG00000028794	692	8	11	13	15
ENSGALG00000028272	875	64	38	60	44
ENSGALG00000028848	1225	6	6	2	2
ENSGALG00000028722	111	0	0	0	0
ENSGALG00000028915	1054	2	1	0	4
ENSGALG00000027618	790	1270	1333	1318	1233
ENSGALG00000028435	158	0	0	0	0
ENSGALG00000027007	82	0	0	0	0
ENSGALG00000027080	1796	17	6	5	8
ENSGALG00000000139	892	14	13	13	13
ENSGALG00000026456	1875	2434	2584	2361	2271
ENSGALG00000026097	97	0	2	1	0
ENSGALG00000011693	6627	3288	3700	3186	3421
ENSGALG00000027646	891	527	551	586	555
ENSGALG00000028864	108	0	0	0	0
ENSGALG00000027063	913	168	142	124	129
ENSGALG00000026248	108	0	0	0	0
ENSGALG00000018582	663	1	3	2	2
ENSGALG00000022210	647	3	3	1	1
ENSGALG00000027929	1270	0	1	0	0
ENSGALG00000028348	108	0	0	0	0
ENSGALG00000025966	1178	1	3	0	0
ENSGALG00000027957	1126	0	0	2	1
ENSGALG00000029148	306	6	8	2	7
ENSGALG00000027261	600	116	109	116	79
ENSGALG00000027547	69	25	24	23	30
ENSGALG00000027041	127	34	38	32	40
ENSGALG00000026072	1572	201	233	220	237
ENSGALG00000027954	1772	0	0	0	0
ENSGALG00000022456	534	455	462	496	528
ENSGALG00000014399	314	17	11	10	16
