cluster	chicken_gene
Cluster-83424.0	ENSGALG00000011432
Cluster-83425.0	ENSGALG00000006568
Cluster-83426.0	ENSGALG00000002286
Cluster-83427.0	ENSGALG00000015594
Cluster-83428.0	ENSGALG00000011395
Cluster-83429.0	ENSGALG00000004898
Cluster-83431.0	ENSGALG00000009568
Cluster-83432.0	ENSGALG00000017188
Cluster-83433.0	ENSGALG00000017079
Cluster-83433.1	ENSGALG00000017079
Cluster-83434.0	ENSGALG00000015667
Cluster-83435.0	ENSGALG00000006078
Cluster-83436.0	ENSGALG00000016631
Cluster-83437.0	ENSGALG00000001901
Cluster-83437.1	ENSGALG00000001901
Cluster-83438.0	ENSGALG00000006347
Cluster-83439.0	ENSGALG00000004709
Cluster-83440.0	ENSGALG00000007842
Cluster-83441.0	ENSGALG00000008097
Cluster-83442.0	ENSGALG00000006631
Cluster-83442.1	ENSGALG00000006631
Cluster-83443.0	ENSGALG00000015339
Cluster-83444.0	ENSGALG00000014233
Cluster-83445.0	ENSGALG00000009532
Cluster-83446.0	ENSGALG00000002889
Cluster-83447.0	ENSGALG00000003359
Cluster-83448.0	ENSGALG00000014432
Cluster-83449.0	ENSGALG00000004465
Cluster-83450.0	ENSGALG00000003999
Cluster-83451.0	ENSGALG00000011280
Cluster-83452.0	ENSGALG00000002284
Cluster-83453.0	ENSGALG00000006045
Cluster-83454.0	ENSGALG00000013926
Cluster-83456.0	ENSGALG00000006411
Cluster-83457.0	ENSGALG00000012218
Cluster-83458.0	ENSGALG00000013683
Cluster-83459.0	ENSGALG00000004638
Cluster-83460.0	ENSGALG00000014276
Cluster-83461.0	ENSGALG00000011402
Cluster-83462.0	ENSGALG00000010744
Cluster-83463.0	ENSGALG00000011643
Cluster-83464.0	ENSGALG00000003130
Cluster-83465.0	ENSGALG00000002478
Cluster-83467.1	ENSGALG00000011642
Cluster-83468.0	ENSGALG00000029077
Cluster-83469.0	ENSGALG00000003107
Cluster-83470.1	ENSGALG00000012888
Cluster-83472.0	ENSGALG00000002818
Cluster-83473.0	ENSGALG00000007044
Cluster-83474.0	ENSGALG00000009528
Cluster-83475.0	ENSGALG00000012245
Cluster-83477.0	ENSGALG00000008171
Cluster-83478.0	ENSGALG00000002030
Cluster-83479.0	ENSGALG00000001895
Cluster-83482.0	ENSGALG00000008156
Cluster-83483.0	ENSGALG00000026782
Cluster-83484.0	ENSGALG00000003495
Cluster-83485.0	ENSGALG00000006179
Cluster-83486.0	ENSGALG00000016122
Cluster-83487.0	ENSGALG00000007988
Cluster-83488.0	ENSGALG00000005366
Cluster-83490.0	ENSGALG00000002670
Cluster-83491.0	ENSGALG00000008456
Cluster-83492.0	ENSGALG00000009339
Cluster-83493.0	ENSGALG00000002891
Cluster-83494.0	ENSGALG00000007937
Cluster-83495.0	ENSGALG00000001602
Cluster-83496.0	ENSGALG00000009566
Cluster-83497.0	ENSGALG00000005626
Cluster-83497.2	ENSGALG00000005626
Cluster-83498.0	ENSGALG00000001606
Cluster-83499.0	ENSGALG00000014787
Cluster-8350.0	ENSGALG00000007077
Cluster-83500.0	ENSGALG00000015770
Cluster-83501.0	ENSGALG00000003824
Cluster-83503.0	ENSGALG00000010622
Cluster-83504.0	ENSGALG00000003129
Cluster-83507.0	ENSGALG00000001718
Cluster-83508.0	ENSGALG00000012792
Cluster-83509.0	ENSGALG00000028822
Cluster-83510.0	ENSGALG00000010175
Cluster-83511.0	ENSGALG00000008015
Cluster-83511.1	ENSGALG00000008015
Cluster-83511.2	ENSGALG00000008871
Cluster-83513.0	ENSGALG00000010084
Cluster-83515.0	ENSGALG00000013689
Cluster-83516.0	ENSGALG00000006715
Cluster-83517.0	ENSGALG00000002458
Cluster-83518.0	ENSGALG00000002437
Cluster-83519.0	ENSGALG00000009071
Cluster-83521.0	ENSGALG00000009458
Cluster-83522.0	ENSGALG00000010182
Cluster-83524.0	ENSGALG00000014869
Cluster-83525.0	ENSGALG00000026930
Cluster-83527.0	ENSGALG00000003272
Cluster-83528.0	ENSGALG00000009553
Cluster-83529.0	ENSGALG00000008779
Cluster-83530.0	ENSGALG00000003181
Cluster-83532.0	ENSGALG00000007485
Cluster-83533.0	ENSGALG00000027332
Cluster-83534.0	ENSGALG00000016088
Cluster-83535.0	ENSGALG00000006181
Cluster-83536.0	ENSGALG00000006169
Cluster-83537.0	ENSGALG00000017366
Cluster-83538.0	ENSGALG00000015663
Cluster-83539.0	ENSGALG00000017180
Cluster-83540.0	ENSGALG00000007234
Cluster-83541.0	ENSGALG00000013904
Cluster-83543.0	ENSGALG00000002546
Cluster-83544.0	ENSGALG00000012426
Cluster-83545.0	ENSGALG00000012311
Cluster-83547.0	ENSGALG00000008812
Cluster-83548.0	ENSGALG00000002157
Cluster-83550.0	ENSGALG00000006796
Cluster-83551.0	ENSGALG00000005571
Cluster-83552.0	ENSGALG00000012662
Cluster-83553.1	ENSGALG00000025786
Cluster-83553.2	ENSGALG00000025786
Cluster-83553.4	ENSGALG00000024338
Cluster-83554.0	ENSGALG00000008350
Cluster-83556.0	ENSGALG00000028301
Cluster-83557.0	ENSGALG00000015033
Cluster-83558.0	ENSGALG00000003910
Cluster-83559.0	ENSGALG00000001161
Cluster-83560.0	ENSGALG00000002907
Cluster-83562.0	ENSGALG00000011504
Cluster-83563.0	ENSGALG00000012415
Cluster-83564.0	ENSGALG00000007291
Cluster-83566.0	ENSGALG00000008219
Cluster-83567.0	ENSGALG00000005854
Cluster-83568.0	ENSGALG00000010654
Cluster-83569.0	ENSGALG00000004887
Cluster-83570.0	ENSGALG00000007205
Cluster-83571.0	ENSGALG00000004001
Cluster-83572.0	ENSGALG00000010244
Cluster-83573.0	ENSGALG00000005390
Cluster-83574.0	ENSGALG00000009234
Cluster-83575.0	ENSGALG00000003977
Cluster-83576.0	ENSGALG00000027068
Cluster-83577.0	ENSGALG00000003688
Cluster-83580.0	ENSGALG00000002531
Cluster-83581.0	ENSGALG00000004410
Cluster-83582.0	ENSGALG00000015233
Cluster-83582.1	ENSGALG00000008774
Cluster-83582.2	ENSGALG00000015230
Cluster-83584.0	ENSGALG00000001809
Cluster-83585.0	ENSGALG00000002134
Cluster-83586.0	ENSGALG00000002747
Cluster-83586.1	ENSGALG00000002747
Cluster-83587.0	ENSGALG00000011678
Cluster-83588.0	ENSGALG00000007660
Cluster-83589.0	ENSGALG00000009925
Cluster-83590.0	ENSGALG00000003325
Cluster-83591.0	ENSGALG00000011499
Cluster-83592.0	ENSGALG00000015983
Cluster-83593.0	ENSGALG00000002321
Cluster-83594.0	ENSGALG00000001967
Cluster-83595.0	ENSGALG00000000122
Cluster-83597.0	ENSGALG00000014991
Cluster-83599.0	ENSGALG00000015105
Cluster-83601.0	ENSGALG00000016131
Cluster-83603.0	ENSGALG00000017370
Cluster-83604.0	ENSGALG00000002514
Cluster-83604.1	ENSGALG00000002514
Cluster-83605.0	ENSGALG00000006489
Cluster-83606.0	ENSGALG00000005725
Cluster-83609.0	ENSGALG00000015842
Cluster-83610.0	ENSGALG00000008512
Cluster-83611.0	ENSGALG00000002577
Cluster-83612.0	ENSGALG00000006652
Cluster-83613.0	ENSGALG00000010283
Cluster-83614.0	ENSGALG00000007712
Cluster-83615.0	ENSGALG00000009283
Cluster-83616.0	ENSGALG00000010783
Cluster-83617.0	ENSGALG00000002294
Cluster-83618.0	ENSGALG00000004554
Cluster-83620.0	ENSGALG00000014643
Cluster-83621.0	ENSGALG00000015901
Cluster-83623.0	ENSGALG00000004132
Cluster-83624.0	ENSGALG00000004749
Cluster-83625.0	ENSGALG00000026428
Cluster-83626.0	ENSGALG00000015691
Cluster-83627.0	ENSGALG00000001472
Cluster-83628.0	ENSGALG00000019228
Cluster-83629.0	ENSGALG00000000150
Cluster-83630.0	ENSGALG00000006546
Cluster-83631.0	ENSGALG00000017644
Cluster-83632.0	ENSGALG00000002237
Cluster-83633.0	ENSGALG00000007273
Cluster-83634.0	ENSGALG00000005966
Cluster-83635.0	ENSGALG00000014768
Cluster-83636.0	ENSGALG00000013532
Cluster-83637.0	ENSGALG00000016410
Cluster-83638.0	ENSGALG00000027182
Cluster-83638.1	ENSGALG00000016124
Cluster-83639.0	ENSGALG00000010341
Cluster-83640.0	ENSGALG00000006971
Cluster-83641.0	ENSGALG00000010522
Cluster-83643.0	ENSGALG00000005326
Cluster-83643.1	ENSGALG00000005326
Cluster-83646.0	ENSGALG00000006895
Cluster-83648.0	ENSGALG00000007190
Cluster-83650.0	ENSGALG00000004509
Cluster-83651.0	ENSGALG00000014281
Cluster-83655.0	ENSGALG00000006880
Cluster-83657.0	ENSGALG00000026695
Cluster-83658.0	ENSGALG00000008348
Cluster-83659.0	ENSGALG00000004310
Cluster-83660.0	ENSGALG00000009496
Cluster-83661.0	ENSGALG00000005745
Cluster-83662.0	ENSGALG00000010571
Cluster-83665.0	ENSGALG00000011794
Cluster-83667.0	ENSGALG00000000300
Cluster-83668.0	ENSGALG00000001692
Cluster-83670.0	ENSGALG00000014686
Cluster-83672.0	ENSGALG00000007705
Cluster-83673.0	ENSGALG00000016501
Cluster-83675.0	ENSGALG00000027324
Cluster-83676.0	ENSGALG00000007299
Cluster-83677.0	ENSGALG00000009241
Cluster-83677.1	ENSGALG00000003473
Cluster-83678.0	ENSGALG00000003532
Cluster-83678.1	ENSGALG00000003532
Cluster-83679.0	ENSGALG00000008586
Cluster-83681.0	ENSGALG00000011982
Cluster-83684.0	ENSGALG00000001055
Cluster-83685.0	ENSGALG00000006782
Cluster-83687.0	ENSGALG00000002696
Cluster-83689.0	ENSGALG00000006663
Cluster-83690.0	ENSGALG00000014859
Cluster-83691.0	ENSGALG00000002991
Cluster-83692.0	ENSGALG00000002682
Cluster-83692.2	ENSGALG00000026939
Cluster-83693.0	ENSGALG00000004079
Cluster-83694.0	ENSGALG00000006938
Cluster-83695.0	ENSGALG00000017162
Cluster-83699.0	ENSGALG00000026971
Cluster-83701.0	ENSGALG00000005280
Cluster-83701.1	ENSGALG00000005290
Cluster-83702.0	ENSGALG00000020195
Cluster-83703.0	ENSGALG00000010700
Cluster-83704.0	ENSGALG00000012994
Cluster-83705.0	ENSGALG00000024418
Cluster-83705.1	ENSGALG00000024418
Cluster-83707.0	ENSGALG00000010829
Cluster-83708.0	ENSGALG00000017331
Cluster-83709.0	ENSGALG00000002033
Cluster-83710.0	ENSGALG00000001093
Cluster-83711.0	ENSGALG00000006645
Cluster-83711.2	ENSGALG00000006645
Cluster-83711.3	ENSGALG00000006645
Cluster-83712.0	ENSGALG00000008947
Cluster-83713.0	ENSGALG00000016041
Cluster-83715.0	ENSGALG00000027227
Cluster-83716.0	ENSGALG00000016555
Cluster-83718.0	ENSGALG00000006332
Cluster-83719.0	ENSGALG00000001153
Cluster-83720.0	ENSGALG00000009890
Cluster-83721.0	ENSGALG00000012394
Cluster-83722.0	ENSGALG00000026424
Cluster-83723.0	ENSGALG00000009981
Cluster-83724.0	ENSGALG00000011660
Cluster-83724.1	ENSGALG00000011660
Cluster-83725.0	ENSGALG00000005309
Cluster-83726.0	ENSGALG00000005139
Cluster-83728.0	ENSGALG00000009369
Cluster-83729.0	ENSGALG00000003997
Cluster-83730.0	ENSGALG00000000675
Cluster-83731.0	ENSGALG00000007387
Cluster-83733.0	ENSGALG00000005573
Cluster-83734.0	ENSGALG00000005751
Cluster-83735.0	ENSGALG00000005522
Cluster-83736.0	ENSGALG00000004618
Cluster-83737.0	ENSGALG00000004033
Cluster-83738.0	ENSGALG00000007098
Cluster-83738.1	ENSGALG00000007098
Cluster-83739.0	ENSGALG00000000085
Cluster-83740.0	ENSGALG00000008736
Cluster-83741.0	ENSGALG00000000934
Cluster-83742.0	ENSGALG00000012732
Cluster-83743.0	ENSGALG00000010124
Cluster-83744.0	ENSGALG00000007709
Cluster-83744.1	ENSGALG00000013559
Cluster-83745.0	ENSGALG00000026077
Cluster-83746.0	ENSGALG00000005618
Cluster-83747.0	ENSGALG00000013255
Cluster-83747.1	ENSGALG00000013255
Cluster-83748.0	ENSGALG00000011976
Cluster-83750.0	ENSGALG00000009327
Cluster-83752.0	ENSGALG00000010368
Cluster-83753.0	ENSGALG00000024273
Cluster-83754.0	ENSGALG00000014442
Cluster-83755.0	ENSGALG00000027665
Cluster-83756.0	ENSGALG00000006465
Cluster-83757.0	ENSGALG00000016831
Cluster-83757.1	ENSGALG00000016831
Cluster-83758.0	ENSGALG00000026490
Cluster-83759.0	ENSGALG00000003731
Cluster-83760.0	ENSGALG00000014836
Cluster-83761.0	ENSGALG00000002239
Cluster-83761.1	ENSGALG00000002239
Cluster-83762.0	ENSGALG00000014868
Cluster-83763.0	ENSGALG00000005652
Cluster-83764.0	ENSGALG00000008212
Cluster-83766.0	ENSGALG00000010603
Cluster-83766.1	ENSGALG00000010603
Cluster-83767.0	ENSGALG00000002424
Cluster-83768.0	ENSGALG00000009993
Cluster-83769.0	ENSGALG00000005674
Cluster-83770.0	ENSGALG00000010255
Cluster-83771.0	ENSGALG00000016904
Cluster-83771.1	ENSGALG00000000856
Cluster-83773.0	ENSGALG00000015624
Cluster-83774.0	ENSGALG00000014526
Cluster-83775.0	ENSGALG00000007603
Cluster-83776.0	ENSGALG00000008405
Cluster-83777.0	ENSGALG00000010564
Cluster-83778.0	ENSGALG00000002139
Cluster-83779.0	ENSGALG00000008667
Cluster-83780.0	ENSGALG00000013502
Cluster-83783.0	ENSGALG00000000495
Cluster-83784.0	ENSGALG00000003438
Cluster-83784.2	ENSGALG00000028413
Cluster-83786.0	ENSGALG00000024346
Cluster-83787.0	ENSGALG00000002524
Cluster-83790.0	ENSGALG00000002377
Cluster-83791.0	ENSGALG00000001774
Cluster-83792.0	ENSGALG00000002060
Cluster-83793.0	ENSGALG00000027699
Cluster-83794.0	ENSGALG00000005739
Cluster-83795.0	ENSGALG00000012986
Cluster-83796.0	ENSGALG00000013602
Cluster-83797.0	ENSGALG00000004191
Cluster-83798.0	ENSGALG00000011146
Cluster-83800.0	ENSGALG00000005407
Cluster-83801.0	ENSGALG00000002107
Cluster-83802.0	ENSGALG00000001121
Cluster-83803.0	ENSGALG00000006020
Cluster-83804.0	ENSGALG00000010238
Cluster-83805.0	ENSGALG00000002141
Cluster-83807.0	ENSGALG00000016161
Cluster-83808.0	ENSGALG00000008616
Cluster-83809.0	ENSGALG00000003971
Cluster-83810.0	ENSGALG00000010073
Cluster-83813.0	ENSGALG00000011518
Cluster-83814.0	ENSGALG00000009693
Cluster-83815.0	ENSGALG00000002703
Cluster-83817.0	ENSGALG00000012986
Cluster-83818.0	ENSGALG00000008413
Cluster-83819.0	ENSGALG00000012265
Cluster-83820.0	ENSGALG00000005807
Cluster-83821.0	ENSGALG00000003558
Cluster-83823.0	ENSGALG00000007763
Cluster-83824.0	ENSGALG00000015959
Cluster-83825.0	ENSGALG00000012144
Cluster-83826.0	ENSGALG00000028003
Cluster-83828.0	ENSGALG00000014692
Cluster-83829.0	ENSGALG00000008094
Cluster-83830.0	ENSGALG00000004352
Cluster-83831.0	ENSGALG00000009755
Cluster-83833.0	ENSGALG00000015864
Cluster-83834.0	ENSGALG00000027540
Cluster-83835.0	ENSGALG00000009641
Cluster-83836.0	ENSGALG00000002774
Cluster-83837.0	ENSGALG00000002816
Cluster-83838.0	ENSGALG00000006328
Cluster-83839.0	ENSGALG00000010641
Cluster-8384.0	ENSGALG00000021848
Cluster-83840.0	ENSGALG00000005598
Cluster-83841.0	ENSGALG00000008806
Cluster-83842.0	ENSGALG00000011331
Cluster-83845.0	ENSGALG00000014914
Cluster-83846.0	ENSGALG00000011618
Cluster-83847.0	ENSGALG00000011532
Cluster-83848.0	ENSGALG00000012052
Cluster-83850.0	ENSGALG00000004467
Cluster-83851.0	ENSGALG00000017239
Cluster-83851.1	ENSGALG00000017239
Cluster-83852.0	ENSGALG00000011229
Cluster-83853.0	ENSGALG00000003733
Cluster-83854.0	ENSGALG00000011697
Cluster-83855.0	ENSGALG00000012193
Cluster-83856.0	ENSGALG00000013552
Cluster-83857.0	ENSGALG00000009971
Cluster-83858.0	ENSGALG00000002194
Cluster-83859.0	ENSGALG00000010526
Cluster-83860.0	ENSGALG00000016198
Cluster-83861.0	ENSGALG00000010661
Cluster-83863.0	ENSGALG00000009073
Cluster-83864.0	ENSGALG00000004108
Cluster-83867.0	ENSGALG00000005979
Cluster-83868.0	ENSGALG00000007919
Cluster-83870.0	ENSGALG00000001225
Cluster-83873.0	ENSGALG00000012790
Cluster-83874.0	ENSGALG00000023157
Cluster-83875.0	ENSGALG00000021031
Cluster-83876.0	ENSGALG00000015024
Cluster-83877.0	ENSGALG00000004304
Cluster-83878.0	ENSGALG00000016340
Cluster-83879.0	ENSGALG00000004122
Cluster-83880.0	ENSGALG00000000137
Cluster-83881.0	ENSGALG00000009312
Cluster-83882.0	ENSGALG00000013439
Cluster-83883.0	ENSGALG00000007799
Cluster-83884.0	ENSGALG00000014999
Cluster-83888.0	ENSGALG00000008130
Cluster-83888.1	ENSGALG00000019640
Cluster-83889.0	ENSGALG00000005894
Cluster-83890.0	ENSGALG00000003891
Cluster-83891.0	ENSGALG00000011905
Cluster-83892.0	ENSGALG00000004222
Cluster-83893.0	ENSGALG00000005507
Cluster-83894.0	ENSGALG00000003085
Cluster-83895.0	ENSGALG00000008314
Cluster-83896.0	ENSGALG00000016991
Cluster-83899.0	ENSGALG00000001475
Cluster-83900.0	ENSGALG00000015303
Cluster-83901.0	ENSGALG00000011165
Cluster-83902.0	ENSGALG00000028284
Cluster-83903.0	ENSGALG00000002563
Cluster-83904.0	ENSGALG00000001301
Cluster-83905.0	ENSGALG00000028967
Cluster-83906.0	ENSGALG00000003815
Cluster-83907.0	ENSGALG00000012509
Cluster-83909.0	ENSGALG00000003914
Cluster-83910.0	ENSGALG00000009784
Cluster-83911.0	ENSGALG00000017351
Cluster-83912.1	ENSGALG00000011690
Cluster-83913.0	ENSGALG00000009930
Cluster-83915.0	ENSGALG00000010401
Cluster-83916.0	ENSGALG00000012209
Cluster-83917.0	ENSGALG00000004831
Cluster-83918.0	ENSGALG00000001334
Cluster-83919.0	ENSGALG00000004817
Cluster-83920.0	ENSGALG00000005983
Cluster-83922.0	ENSGALG00000011330
Cluster-83923.0	ENSGALG00000004796
Cluster-83924.0	ENSGALG00000028306
Cluster-83925.0	ENSGALG00000001656
Cluster-83926.0	ENSGALG00000029159
Cluster-83927.0	ENSGALG00000012352
Cluster-83928.0	ENSGALG00000003295
Cluster-83929.0	ENSGALG00000006753
Cluster-83930.0	ENSGALG00000010570
Cluster-83931.0	ENSGALG00000002060
Cluster-83932.0	ENSGALG00000003966
Cluster-83933.0	ENSGALG00000006939
Cluster-83934.0	ENSGALG00000021511
Cluster-83935.0	ENSGALG00000004834
Cluster-83936.0	ENSGALG00000001563
Cluster-83937.0	ENSGALG00000003220
Cluster-83941.0	ENSGALG00000008482
Cluster-83942.0	ENSGALG00000004706
Cluster-83943.0	ENSGALG00000015505
Cluster-83944.0	ENSGALG00000006864
Cluster-83945.0	ENSGALG00000004474
Cluster-83946.0	ENSGALG00000001126
Cluster-83947.1	ENSGALG00000028932
Cluster-83948.0	ENSGALG00000007905
Cluster-83949.0	ENSGALG00000003540
Cluster-83950.0	ENSGALG00000014833
Cluster-83951.0	ENSGALG00000009494
Cluster-83952.0	ENSGALG00000016636
Cluster-83953.0	ENSGALG00000001313
Cluster-83954.0	ENSGALG00000002663
Cluster-83955.0	ENSGALG00000000468
Cluster-83957.0	ENSGALG00000027513
Cluster-83958.0	ENSGALG00000026613
Cluster-83960.0	ENSGALG00000001381
Cluster-83962.0	ENSGALG00000015003
Cluster-83963.0	ENSGALG00000012584
Cluster-83964.0	ENSGALG00000001550
Cluster-83965.0	ENSGALG00000011846
Cluster-83966.0	ENSGALG00000009990
Cluster-83968.0	ENSGALG00000002880
Cluster-83969.0	ENSGALG00000003158
Cluster-83970.0	ENSGALG00000010186
Cluster-83971.0	ENSGALG00000012726
Cluster-83972.0	ENSGALG00000002943
Cluster-83973.0	ENSGALG00000000618
Cluster-83974.0	ENSGALG00000007145
Cluster-83975.0	ENSGALG00000028996
Cluster-83976.0	ENSGALG00000015097
Cluster-83977.0	ENSGALG00000028600
Cluster-83979.0	ENSGALG00000005891
Cluster-83980.0	ENSGALG00000016996
Cluster-83981.0	ENSGALG00000005878
Cluster-83985.0	ENSGALG00000018361
Cluster-83986.0	ENSGALG00000016004
Cluster-83987.0	ENSGALG00000008435
Cluster-83988.0	ENSGALG00000002499
Cluster-83989.0	ENSGALG00000014769
Cluster-83990.0	ENSGALG00000008963
Cluster-83991.0	ENSGALG00000007611
Cluster-83992.0	ENSGALG00000004690
Cluster-83995.0	ENSGALG00000006742
Cluster-83996.0	ENSGALG00000013306
Cluster-83998.0	ENSGALG00000015951
Cluster-83999.0	ENSGALG00000000988
Cluster-8400.0	ENSGALG00000004946
Cluster-8400.1	ENSGALG00000004946
Cluster-8400.2	ENSGALG00000004946
Cluster-84000.0	ENSGALG00000016377
Cluster-84001.0	ENSGALG00000000843
Cluster-84002.0	ENSGALG00000002179
Cluster-84003.0	ENSGALG00000006731
Cluster-84004.0	ENSGALG00000007250
Cluster-84005.0	ENSGALG00000014498
Cluster-84006.0	ENSGALG00000003248
Cluster-84007.0	ENSGALG00000013818
Cluster-84008.0	ENSGALG00000010235
Cluster-84010.0	ENSGALG00000013256
Cluster-84011.0	ENSGALG00000009475
Cluster-84012.0	ENSGALG00000005012
Cluster-84013.0	ENSGALG00000001350
Cluster-84014.0	ENSGALG00000014201
Cluster-84015.0	ENSGALG00000008141
Cluster-84015.1	ENSGALG00000008449
Cluster-84016.0	ENSGALG00000006267
Cluster-84017.0	ENSGALG00000014381
Cluster-84018.0	ENSGALG00000006426
Cluster-84018.1	ENSGALG00000011118
Cluster-84019.0	ENSGALG00000026470
Cluster-84019.1	ENSGALG00000002903
Cluster-84020.0	ENSGALG00000002773
Cluster-84021.0	ENSGALG00000004144
Cluster-84022.0	ENSGALG00000001603
Cluster-84023.0	ENSGALG00000001802
Cluster-84024.0	ENSGALG00000015791
Cluster-84025.0	ENSGALG00000009257
Cluster-84026.1	ENSGALG00000005468
Cluster-84027.0	ENSGALG00000008579
Cluster-84028.0	ENSGALG00000016392
Cluster-84029.0	ENSGALG00000010385
Cluster-8403.0	ENSGALG00000028702
Cluster-84030.0	ENSGALG00000002515
Cluster-84032.0	ENSGALG00000005948
Cluster-84034.0	ENSGALG00000008218
Cluster-84035.0	ENSGALG00000015765
Cluster-84036.0	ENSGALG00000013681
Cluster-84037.0	ENSGALG00000015733
Cluster-84038.0	ENSGALG00000003745
Cluster-84039.0	ENSGALG00000013565
Cluster-84040.0	ENSGALG00000012670
Cluster-84041.0	ENSGALG00000016917
Cluster-84042.0	ENSGALG00000016464
Cluster-84043.0	ENSGALG00000005668
Cluster-84046.0	ENSGALG00000013761
Cluster-84047.0	ENSGALG00000010017
Cluster-84048.0	ENSGALG00000002910
Cluster-84049.0	ENSGALG00000006197
Cluster-8405.0	ENSGALG00000025786
Cluster-84051.0	ENSGALG00000002510
Cluster-84052.0	ENSGALG00000004375
Cluster-84054.0	ENSGALG00000005945
Cluster-84055.0	ENSGALG00000015348
Cluster-84056.0	ENSGALG00000010861
Cluster-84057.0	ENSGALG00000008616
Cluster-84058.0	ENSGALG00000002548
Cluster-84059.0	ENSGALG00000014178
Cluster-84060.0	ENSGALG00000002501
Cluster-84062.0	ENSGALG00000017246
Cluster-84063.0	ENSGALG00000005713
Cluster-84064.0	ENSGALG00000005649
Cluster-84065.0	ENSGALG00000022887
Cluster-84066.0	ENSGALG00000020260
Cluster-84068.0	ENSGALG00000000615
Cluster-84071.0	ENSGALG00000011535
Cluster-84073.0	ENSGALG00000002813
Cluster-84075.0	ENSGALG00000014450
Cluster-84076.0	ENSGALG00000002606
Cluster-84077.0	ENSGALG00000001521
Cluster-84078.0	ENSGALG00000001717
Cluster-84079.0	ENSGALG00000023199
Cluster-84079.1	ENSGALG00000023199
Cluster-84080.0	ENSGALG00000013768
Cluster-84081.0	ENSGALG00000010314
Cluster-84082.0	ENSGALG00000007595
Cluster-84083.0	ENSGALG00000018357
Cluster-84084.0	ENSGALG00000010400
Cluster-84085.0	ENSGALG00000029142
Cluster-84086.0	ENSGALG00000008603
Cluster-84087.0	ENSGALG00000005002
Cluster-84088.0	ENSGALG00000011297
Cluster-84089.0	ENSGALG00000004366
Cluster-84090.0	ENSGALG00000004372
Cluster-84091.0	ENSGALG00000015526
Cluster-84092.0	ENSGALG00000002932
Cluster-84093.0	ENSGALG00000000397
Cluster-84094.0	ENSGALG00000010884
Cluster-84095.0	ENSGALG00000008319
Cluster-84096.0	ENSGALG00000009228
Cluster-84097.0	ENSGALG00000009092
Cluster-84099.0	ENSGALG00000014924
Cluster-84100.0	ENSGALG00000014331
Cluster-84101.0	ENSGALG00000014022
Cluster-84102.0	ENSGALG00000003693
Cluster-84103.0	ENSGALG00000016383
Cluster-84104.0	ENSGALG00000009070
Cluster-84105.0	ENSGALG00000002509
Cluster-84106.0	ENSGALG00000016442
Cluster-84107.0	ENSGALG00000003197
Cluster-84108.0	ENSGALG00000009683
Cluster-84108.1	ENSGALG00000009683
Cluster-84110.0	ENSGALG00000016481
Cluster-84111.0	ENSGALG00000026111
Cluster-84112.0	ENSGALG00000000777
Cluster-84113.0	ENSGALG00000010026
Cluster-84114.0	ENSGALG00000028330
Cluster-84115.0	ENSGALG00000028749
Cluster-84116.0	ENSGALG00000009811
Cluster-84117.0	ENSGALG00000004848
Cluster-84118.0	ENSGALG00000009253
Cluster-84119.0	ENSGALG00000007170
Cluster-84120.0	ENSGALG00000004871
Cluster-84121.0	ENSGALG00000005120
Cluster-84122.0	ENSGALG00000001833
Cluster-84123.0	ENSGALG00000006210
Cluster-84125.0	ENSGALG00000000913
Cluster-84127.0	ENSGALG00000002634
Cluster-84129.0	ENSGALG00000002671
